Date,Open,High,Low,Close
27-September-2021,43416.68,43801.98,43393.27,43583.71,
28-September-2021,43842.94,43844.28,42668.04,43388.12,
29-September-2021,42896.59,43326.30,42756.15,43154.82,
30-September-2021,43170.70,43281.87,42648.03,42727.61,
1-October-2021,42478.05,42616.23,42170.49,42507.48,
4-October-2021,42733.35,43008.16,42670.76,42895.07,
5-October-2021,42870.27,43079.76,42657.20,43051.17,
6-October-2021,43155.93,43468.25,42670.30,42777.59,
7-October-2021,43091.25,43235.01,42911.25,43009.54,
8-October-2021,43127.54,43396.01,42918.73,43003.94,
11-October-2021,43159.14,43861.73,43039.69,43635.23,
12-October-2021,43542.98,44006.41,43486.18,43916.04,
13-October-2021,44150.35,44211.48,43916.08,44022.50,
14-October-2021,44134.26,44812.24,44102.96,44759.59,
18-October-2021,45202.65,45423.15,45023.70,45142.60,
19-October-2021,45300.72,45499.24,44815.25,45019.17,
20-October-2021,45066.76,45273.73,44757.03,44997.32,
21-October-2021,45028.53,45926.40,44990.22,45767.67,
22-October-2021,45930.27,46371.50,45816.98,46105.17,
25-October-2021,46855.32,47877.49,46400.69,47165.55,
26-October-2021,46950.33,47410.43,46681.31,47252.30,
27-October-2021,47240.56,47353.13,46589.43,46724.26,
28-October-2021,46688.38,46764.57,44965.04,45154.42,
29-October-2021,45246.38,45434.19,43892.72,44650.66,
1-November-2021,44934.71,45499.35,44669.44,45417.69,
2-November-2021,45534.55,45731.32,45164.50,45538.05,
3-November-2021,45665.66,45820.57,44845.50,44936.95,
4-November-2021,45341.05,45356.88,45090.08,45146.11,
8-November-2021,45152.90,45198.94,44493.69,45069.52,
9-November-2021,45207.12,45210.64,44801.58,44945.11,
10-November-2021,44787.05,44787.05,44382.64,44578.93,
11-November-2021,44480.25,44485.60,43821.93,44049.68,
12-November-2021,44238.61,44335.40,43937.28,44235.06,
15-November-2021,44359.43,44691.68,44113.08,44220.41,
16-November-2021,44202.60,44240.14,43670.32,43779.22,
17-November-2021,43548.78,43931.86,43372.74,43434.76,
18-November-2021,43501.67,43634.44,43058.62,43323.75,
22-November-2021,43544.89,43648.51,41787.70,42337.47,
23-November-2021,41990.52,42654.42,41779.21,42496.54,
24-November-2021,42674.40,43196.75,42441.05,42720.97,
25-November-2021,42605.19,42803.51,42373.96,42630.51,
26-November-2021,42160.99,42160.99,40980.90,41117.95,
29-November-2021,41179.19,41560.30,40362.26,41129.26,
30-November-2021,41103.92,42013.24,40558.02,40779.11,
1-December-2021,40973.84,41579.46,40920.41,41496.31,
2-December-2021,41494.08,41666.76,41262.51,41607.48,
3-December-2021,41661.53,41994.07,41060.66,41192.08,
6-December-2021,41246.57,41333.20,40613.01,40672.90,
7-December-2021,40992.01,41942.37,40992.01,41706.92,
8-December-2021,42299.00,42535.21,42002.24,42380.35,
9-December-2021,42454.75,42514.49,41917.69,42157.76,
10-December-2021,42141.34,42249.87,41849.23,42122.49,
13-December-2021,42447.08,42694.10,41892.36,41956.49,
14-December-2021,41860.29,42055.48,41506.87,41919.43,
15-December-2021,41939.01,42149.81,41805.87,41864.15,
16-December-2021,42150.06,42269.31,41394.12,41579.01,
17-December-2021,41539.07,41539.07,40394.66,40487.86,
20-December-2021,40082.01,40082.01,38708.43,39189.74,
21-December-2021,39612.75,39854.38,39073.83,39312.54,
22-December-2021,39594.83,39870.06,39407.50,39784.66,
23-December-2021,40157.69,40313.18,39843.17,39991.97,
24-December-2021,40090.39,40113.01,39276.78,39597.78,
27-December-2021,39337.12,39972.21,38927.08,39891.51,
28-December-2021,40213.57,40241.85,39868.82,40026.93,
29-December-2021,40039.36,40250.76,39683.09,39853.41,
30-December-2021,39790.44,39989.17,39548.28,39866.49,
31-December-2021,40018.42,40528.19,39944.83,40408.50,
3-January-2022,40459.01,41507.56,40458.37,41438.77,
4-January-2022,41607.87,42044.52,41409.20,41982.20,
5-January-2022,42087.95,43201.70,41892.37,43002.78,
6-January-2022,42549.61,43068.19,42312.37,42769.62,
7-January-2022,42889.73,43494.46,42689.63,43046.33,
10-January-2022,43251.64,43858.31,43239.49,43800.96,
11-January-2022,43778.09,43977.50,43422.62,43883.37,
12-January-2022,44198.51,44388.43,44093.62,44221.83,
13-January-2022,44232.16,44233.08,43825.77,43923.87,
14-January-2022,43795.24,43859.19,43348.76,43771.05,
17-January-2022,43721.89,44034.44,43507.96,43624.80,
18-January-2022,43748.16,44396.45,43559.31,43695.23,
19-January-2022,43649.29,43777.32,43146.66,43468.74,
20-January-2022,43517.67,43634.56,42971.18,43276.73,
21-January-2022,42966.11,43137.54,42522.28,42940.30,
24-January-2022,43169.60,43169.60,41569.11,42230.56,
25-January-2022,42001.42,43276.86,41661.70,43164.41,
27-January-2022,42640.54,43760.80,42446.25,43584.40,
28-January-2022,44101.42,44101.42,43131.38,43257.74,
31-January-2022,43689.39,43864.64,43165.97,43569.48,
1-February-2022,44073.65,44518.87,43172.39,44127.02,
2-February-2022,44514.02,45127.15,44471.34,45043.84,
3-February-2022,44999.86,45143.71,44506.83,44682.71,
4-February-2022,44848.38,44982.63,44146.25,44391.25,
7-February-2022,44347.35,44473.57,43349.57,43562.25,
8-February-2022,43740.38,43822.69,42809.26,43631.60,
9-February-2022,43961.27,44261.71,43848.73,44209.61,
10-February-2022,44417.93,44905.82,44121.03,44683.73,
11-February-2022,44176.95,44416.77,43981.16,44088.25,
14-February-2022,42403.60,43202.20,42127.68,42215.83,
15-February-2022,42447.63,43736.90,41940.64,43674.91,
16-February-2022,43721.99,44005.82,43204.90,43443.14,
17-February-2022,43566.26,43626.33,42834.19,42943.67,
18-February-2022,42677.13,43288.33,42667.25,43062.88,
21-February-2022,42760.23,43551.51,42527.54,43132.22,
22-February-2022,42096.20,43129.04,42055.35,42818.68,
23-February-2022,43082.22,43308.01,42832.00,42920.81,
24-February-2022,41298.05,42108.20,40285.93,40547.68,
25-February-2022,41328.68,42147.74,41100.00,41884.16,
28-February-2022,41434.07,41694.54,40952.54,41635.83,
2-March-2022,40822.01,40902.79,40135.45,40697.74,
3-March-2022,41042.71,41184.92,39937.32,40176.74,
4-March-2022,39853.93,40334.55,39197.13,39542.86,
7-March-2022,38269.78,38496.96,37180.63,37726.86,
8-March-2022,37344.28,38172.91,36888.40,38051.11,
9-March-2022,38294.00,38904.46,37795.09,38720.27,
10-March-2022,40261.00,40566.51,39195.05,39488.13,
11-March-2022,39330.80,39978.75,39102.78,39592.95,
14-March-2022,39659.70,40625.56,39653.75,40506.08,
15-March-2022,40716.23,40831.32,39769.75,40125.54,
16-March-2022,40733.09,41021.08,40672.62,40944.39,
17-March-2022,41588.24,41988.30,41555.10,41773.35,
21-March-2022,41881.02,41943.39,41114.07,41228.97,
22-March-2022,41170.23,41786.97,40521.37,41668.73,
23-March-2022,41848.04,42175.25,41202.67,41330.89,
24-March-2022,40735.79,41106.45,40522.98,40630.88,
25-March-2022,40874.72,40874.72,40328.49,40551.51,
28-March-2022,40613.94,41033.18,40121.34,40962.02,
29-March-2022,41172.62,41258.84,40740.00,41135.80,
30-March-2022,41485.53,41803.40,41367.62,41695.46,
31-March-2022,41909.75,42023.42,41657.91,41753.80,
1-April-2022,41717.63,42646.77,41603.46,42596.21,
4-April-2022,43163.64,44160.87,42996.11,44067.53,
5-April-2022,44194.75,44199.93,43334.12,43481.27,
6-April-2022,43104.04,43287.10,42865.00,43028.56,
7-April-2022,42894.85,43495.11,42767.34,43055.21,
8-April-2022,43177.56,43422.90,42890.95,43296.20,
11-April-2022,43178.83,43531.04,43022.95,43139.16,
12-April-2022,42989.18,43548.77,42765.51,43356.36,
13-April-2022,43678.29,43678.29,42996.87,43074.65,
18-April-2022,42530.62,42530.62,41968.58,42348.95,
19-April-2022,42431.96,42855.26,41468.14,41985.13,
20-April-2022,42117.16,42140.26,41691.07,41913.14,
21-April-2022,42132.72,42605.56,42004.22,42496.71,
22-April-2022,42166.87,42181.63,41515.68,41565.21,
25-April-2022,41335.86,41826.43,40984.65,41616.47,
26-April-2022,42094.74,42218.43,41778.06,41949.88,
27-April-2022,41591.15,41682.18,41170.52,41499.53,
28-April-2022,41752.51,42102.24,41423.78,42006.39,
29-April-2022,42075.22,42258.36,41408.40,41533.91,
2-May-2022,41019.47,41605.65,40959.54,41532.90,
4-May-2022,41745.80,41745.80,40430.05,40583.54,
5-May-2022,41138.14,41387.39,40476.70,40584.36,
6-May-2022,39801.06,40113.08,39608.42,39879.82,
9-May-2022,39318.88,39838.95,39113.61,39502.91,
10-May-2022,39587.58,40063.87,39457.32,39726.31,
11-May-2022,39958.91,40134.54,39385.39,39995.26,
12-May-2022,39662.07,39662.07,38487.58,38739.84,
13-May-2022,39319.66,39319.66,38107.68,38241.42,
16-May-2022,38334.90,39045.30,38113.38,38787.72,
17-May-2022,39053.85,39710.13,38913.92,39644.21,
18-May-2022,39719.40,40042.14,39446.92,39487.26,
19-May-2022,38743.04,38888.47,38387.20,38509.51,
20-May-2022,39087.74,39729.61,38948.28,39631.09,
23-May-2022,39681.17,40289.27,39490.61,39654.47,
24-May-2022,39559.83,40053.61,39494.34,39706.07,
25-May-2022,40025.96,40212.10,39722.40,39791.33,
26-May-2022,40111.17,40777.26,39889.96,40646.10,
27-May-2022,40881.12,41288.21,40839.48,41195.68,
30-May-2022,41558.25,41681.95,41264.98,41346.75,
31-May-2022,41088.61,41385.16,40672.35,40907.30,
1-June-2022,40767.44,41241.38,40681.03,41088.39,
2-June-2022,40947.04,41128.06,40802.80,41065.17,
3-June-2022,41385.93,41469.31,40568.79,40661.65,
